,category,content
910,world,"investigators have found that tainted milk that killed three children in northwest china appeared to be a case of intentional poisoning, and they have detained a suspect, state media said monday.
"
911,world,"protests erupted across syria against the rule of president bashar al-assad on friday and sources said 22 people were killed in the southern city of deraa, the cradle of the unrest.
"
912,world,"syrian security forces opened fire on mourners near a mosque in the flashpoint city of deraa after a mass funeral for pro-democracy protesters, two witnesses said on saturday.
"
913,world,"experts say al qaeda's no. 2 leader, ayman al-zawahri, may have a harder time selling his jihadist ideology without the charismatic presence of his predecessor.
"
914,world,"two european parliament lawmakers have resigned and a third has stepped down from his position in his party after a report that they had accepted bribes for legislation.
"
915,world,"irregular forces loyal to syrian president bashar al-assad on sunday killed three people in banias, a local human rights activist said, after pro-democracy protests flared in the mostly sunni city on the mediterranean.
"
916,world,"more than 200,000 people took part in anti-nuclear protests in germany on saturday on the eve of state elections where criticism of chancellor angela merkel's nuclear policies has already given her opposition the edge.
"
917,world,"laurent gbagbo remained under siege at his residence, but his forces took back territory and recaptured state television and radio from alassane ouattara's supporters.
"
918,world,"portugal's financial collapse appeared inevitable on thursday, as markets took the government's resignation as proof the debt-heavy country will ...
"
919,world,"the taliban staged a bold prison break in afghanistan, freeing nearly 500 prisoners, officials said.
"
920,world,"bereft mexican families stand clutching photographs of loved ones, weeping outside a morgue on the country's northern border in search of victims of the worst mass killings in mexico's drug war.
"
921,world,"russian security forces said on friday that at least 10 islamist militants had been killed in a special operation in russia's volatile and mostly muslim north caucasus region.
"
922,world,"a small group gathered in majorca for a memorial ' a special 15th-century prayer of kaddish for 37 jews burned there 320 years ago.
"
923,world,"afghans angry over the burning of a quran at a small florida church stormed a u.n. compound in northern afghanistan on friday, killing seven ...
"
924,world,"a strong earthquake with a preliminary magnitude of 6.6 struck northwestern japan on saturday after a massive quake hit northeastern japan, nhk reported.
"
925,world,"although independent reporting inside syria is still blocked by the government, video posted online by syrian activists appears to offer glimpses of new protests and clashes on friday.
"
926,world,"the sympathy and respect for the united states held by those who lived through world war ii resonate little among a younger generation.
"
927,world,"demonstrators pressed their political and labor demands on tuesday across the gulf state of oman, where a string of concessions by veteran ruler sultan qaboos bin said have failed to halt a wave of unrest.
"
928,world,"hundreds of egyptians took to the streets on monday and stood in silence in memory of activist khaled said, beaten to death outside an internet cafe exactly a year ago by two police officers in the coastal city alexandria.
"
929,world,"joseph lelyveld's new biography has been banned in part of india because of its discussion of an intimate relationship between gandhi and another man.
"
930,world,"two hundred members of syria's ruling baath party from the province of deraa and surrounding regions resigned on wednesday in protest against an attack by security forces on the southern city.
"
931,world,"british jets hit a military barracks in the libyan capital early sunday, further intensifying nato pressure on libyan leader moammar gadhafi ...
"
932,world,"mounting disorder, from jailbreaks to sectarian strife to soccer riots, is causing economic and political worries in post-revolutionary egypt.
"
933,world,"palestine's admission to the united nations will pave the way for the internationalization of the conflict as a legal matter, not only a political one.
"
934,world,"up to 200 militants from afghanistan crossed into northwestern pakistan on wednesday and engaged in a gun battle with security forces, local officials said.
"
935,world,"thailand and cambodia agreed to a ceasefire on thursday after a week of clashes that killed at least 15 people, wounded scores and sent more than 60,000 into evacuation shelters in southeast asia's deadliest border dispute in years.
"
936,world,"turkey's kurds have begun a fresh push to achieve true freedom of representation and the right to be educated in their mother tongue.
"
937,world,"a petrol bomb set off on friday by a disgruntled former employee at a rural bank in a tibetan region of northwestern china's gansu province caused 39 injuries, xinhua news agency and the local government said.
"
938,world,"defenders of the government and its crackdown say urgent measures were needed to prevent economic calamity.
"
939,world,"palestinian rockets struck two cities deep in israel on wednesday, wounding a resident and prompting prime minister benjamin netanyahu to threaten lengthy ""exchanges of blows"" with the hamas-ruled gaza strip.
"
940,world,"bangladesh's supreme court on thursday rejected a final appeal by ""banker to the poor"" nobel laureate muhammad yunus against his dismissal as managing director of grameen bank, the micro-lender he founded.
"
941,world,"a former belgian bishop at the center of one of the catholic church's biggest pedophile scandals said thursday that he had abused two nephews and insisted he had no plans to abandon the priesthood.
"
942,world,"what does the escape of nearly 500 militants say about the ability of afghan forces to secure their country?
"
943,world,"security forces appeared to redeploy from other towns to join the latest front in the harsh crackdown on a three-month-old popular uprising against the government.
"
944,world,"the japanese prime minister said friday that he has ordered a nuclear plant closed until it can build stronger defenses against earthquake and tsunami risks.
"
945,world,"the french foreign minister, alain jupp??, met with the palestinian and israeli prime ministers in a last-ditch effort to revive peace negotiations.
"
946,world,"egypt's ruling military council on wednesday dismissed speculation it would pardon former president hosni mubarak, who is under investigation for graft and abuse of power, and said it does not interfere in judicial affairs. mubarak, 83, is detained in a hospital in the red sea resort of sharm el-sheikh after officials said he had heart problems. his wife, suzanne, who also fell ill when ordered detained, was freed on tuesday after giving up assets but faces a graft probe.
"
947,world,"police fired rubber bullets and tear gas at protesters near bahrain's royal palace who demanded that the monarchy give up power.
"
948,world,"one of the most wanted figures in the drug war was killed in a shootout with the mexican navy on wednesday, an official said.
"
949,world,"syrian security forces and president bashar al-assad loyalists attacked protesters with batons as they left the rifaii mosque in the kfar sousseh district of damascus after friday prayers, a witness said.
"
950,world,"government spokesman moussa ibrahim said last week that hundreds of thousands of rifles were being distributed to civilians to defend the home ...
"
951,world,"thousands of ivorians fleeing violence in the commercial capital abidjan gathered in its main bus station on sunday, crowding onto buses carrying suitcases full of belongings they had salvaged to head to the countryside.
"
952,world,"iran has profited from the ouster of hosni mubarak, who represented an arab bulwark against tehran's nuclear weapons ambitions and the mullahs' allies, hezbollah and hamas.
"
953,world,"residents of the pakistani town of abbottabad were jolted from their sleep on sunday night by the boom of explosions, unaware the hunt for the world's most wanted man was coming to a bloody end in their sleepy hills.
"
954,world,"levels of radioactivity have risen sharply in seawater near a tsunami-crippled nuclear plant in northern japan, possibly signaling new leaks ...
"
955,world,"yemeni troops loyal to the country's embattled president attacked the camp of a senior military commander-turned-defector in the capital sanaa ...
"
956,world,"tokyo residents are learning that things they have taken for granted can quickly slip beyond their reach.
"
957,world,"egypt's military command said monday that the ousted president, hosni mubarak, was banned from leaving the country and that it would soon lift a detested emergency law.
"
958,world,"a second syrian lawmaker told al-jazeera television on saturday he was resigning from parliament in protest at the killing of demonstrators.
"
959,world,"another former court official says the judge who convicted mikhail b. khodorkovsky in december admitted that the verdict would be dictated to him by his superiors.
"
960,world,"libya's top oil official shokri ghanem appeared in rome on wednesday, saying he had defected because of relentless bloodshed under muammar gaddafi's rule.
"
961,world,"five women, all apparently connected to a beauty parlor, were found brutally murdered in the mexican beach resort of acapulco on saturday morning, state police said.
"
962,world,"afghans in the taliban heartland of southern afghanistan described osama bin laden as al qaeda's ""number one martyr"" after the leader of the hardline group was killed in neighboring pakistan.
"
963,world,"spain's ruling socialists suffered a crushing defeat in local elections on sunday, punished by voters after a week of protests over the eu's highest unemployment level and a stagnant economy.
"
964,world,"rebels bore down monday on moammar gadhafi's hometown of sirte, where loyalists, including one of gadhafi's sons, were digging in.
"
965,world,"nato air strikes destroyed at least two helicopters near the libyan town of zintan as government forces transported them on trucks, a rebel spokesman in zintan told reuters on thursday.
"
966,world,"colombian rebels no longer have camps in venezuela, colombian president juan manuel santos said, in a sign of greatly improved ties the year after the two countries' spat over the guerrillas raised fears about regional stability.
"
967,world,"the united nations condemned nepal's appointment of a former maoist rebel as a government minister while he was still a suspect in a kidnapping and murder case.
"
968,world,"yemen's entrenched president ali abdullah saleh called for early presidential elections in a speech to a pro-government rally friday, though he gave no details on when or how the election would take place.
"
969,world,"russian security forces have killed an arab militant they say is al qaeda's top emissary to an islamist insurgency in russia's north caucasus region, russian news agencies said friday.
"
970,world,"thousands of students held demonstrations wednesday against syria's dictatorship despite president bashar assad's demand that people leave the ...
"
971,world,"the vatican has sanctioned a belgian bishop who resigned last year after admitting he had sexually abused his nephew, by saying he can no longer ...
"
972,world,"five women, all apparently connected to a beauty parlor, were found brutally murdered in the mexican beach resort of acapulco on saturday morning, state police said.
"
973,world,"moammar gadhafi is ready for a truce to stop the fighting in his country, the visiting south african president said monday after meeting the ...
"
974,world,"as america gets more diverse and its various racial groups emerge stronger, there is a palpable anxiety in certain white quarters that something is being lost.
"
975,world,"the syrian army deployed overnight in the flashpoint city of homs, witnesses said, ahead of friday prayers that have been marked by intensifying protests in the last five weeks against authoritarian rule.
"
976,world,"china's population is aging rapidly, the government said thursday, though its leaders are refusing to relax strict family planning controls that ...
"
977,world,"syrians took to the streets in large numbers again on wednesday in the central city of homs, where activists say more than 20 pro-democracy protesters have been shot dead since monday by soldiers and irregular forces.
"
978,world,"president bashar al-assad ended syria's state of emergency, in effect for nearly 50 years, on thursday in an attempt to defuse mass protests against his authoritarian rule that have gripped syria for over a month.
"
979,world,"the syrian authorities' arrest of a leftist opposition figure overnight suggests that a bill passed by the government to end emergency rule after 48 years will not halt repression, rights campaigners said on wednesday.
"
980,world,"tribal leaders say that scores of family members of insurgents have been attacked and killed in recent years as iraqis turned against al qaeda and other militant groups.
"
981,world,"syrian president bashar al-assad's efforts to contain an unprecedented wave of protests face a key test on friday, after he unveiled a new cabinet and ordered detainees released in a bid to ease tensions.
"
982,world,"hundreds of women from a syrian town that has witnessed mass arrests of its men marched along syria's main coastal highway on wednesday to demand their release, human rights activists said.
"
983,world,"the simon wiesenthal center in los angeles has acquired what may be the original version of the first written record of adolf hitler's obsessive hostility toward jews.
"
984,world,"syrian security forces stormed a town near the city of banias on tuesday, activists said, in an operation aimed at quelling unrest that has spread across the country and challenged the rule of president bashar al-assad.
"
985,world,"syrian security forces sealed off the coastal city of banias following pro-democracy protests and killings by irregulars loyal to syrian president bashar al-assad, witnesses said on monday.
"
986,world,"thousands demanded the overthrow of president bashar al-assad on monday at the funerals of 17 protesters killed in the syrian city of homs as pro-democracy protests intensified despite a promise to lift emergency law.
"
987,world,"thousands of syrians chanted slogans calling for greater freedom at independence day rallies on sunday, witnesses said, a day after president bashar al-assad promised to lift emergency law.
"
988,world,"egypt has jailed four top security officials accused of ordering police to shoot and kill protesters during country's 18-day uprising, which ...
"
989,world,"president bashar al-assad said on saturday emergency law in place for almost 50 years in syria would be lifted by next week but ignored popular demands to curb the security apparatus and dismantle its authoritarian system.
"
990,world,"protests against syrian president bashar al-assad swept into the capital, damascus, on friday for the first time since a growing wave of pro-democracy unrest began to put pressure on his 11-year rule.
"
991,world,"nato airstrikes hit weapons depots belonging to forces loyal to libyan leader muammar gaddafi near the town of zintan on friday, a resident said.
"
992,world,"public trust in the japanese government faces its biggest test since world war two over the handling of the nation's nuclear crisis, raising concerns that a breakdown in confidence could fuel panic and chaos if appeals for calm go unheeded.
"
993,world,"it was the first time that president ali abdullah saleh had been the target of an attack during months of political turmoil.
"
994,world,"the u.s. military said a vote by the u.n. security council on thursday authorizing a no-fly zone over libya would not negatively impact its massive relief mission in japan.
"
995,world,"more than 450,000 households were without power on friday in the wake of thursday's strong aftershock that raised fears of new strains on japan's crippled nuclear plant.
"
996,world,"blackouts hit most of venezuela on thursday, affecting an oil refinery and the caracas metro in a growing headache for president hugo chavez months after electricity rationing dented his popularity.
"
997,world,"anne lauvergeon is the embattled boss of one of france's largest nuclear enterprises, areva.
"
998,world,"blackouts hit most of venezuela on thursday, affecting oil output and the caracas metro transit system in a major headache for president hugo chavez months after electricity rationing hurt his popularity.
"
999,world,"thousands of red-shirted anti-government protesters gathered on sunday in bangkok's old quarter to mark the one-year anniversary of a violent confrontation with the military in which 26 people were killed and more than 800 wounded.
"
1000,world,"the newspaper admitted to intercepting the actress's cellphone messages and using them to publish articles about her private life, a practice that was apparently pervasive at the paper.
"
1001,world,"missile attacks by suspected u.s. drone aircraft killed at least 22 militants in pakistan's waziristan region on wednesday, intelligence officials said, as the u.s. military steps up pressure on remnants of al qaeda and the taliban sheltered there.
"
1002,world,"a british journalist who entered syria posing as a tourist described his brief detention in the city of homs in several interviews on wednesday.
"
1003,world,"europe is considering ""stress testing"" its nuclear power stations to check they can cope with crises, while its energy chief on tuesday even raised the prospect of a nuclear-free future.
"
1004,world,"israeli officials told reporters on friday that president obama 'does not understand the reality in the mideast.'
"
1005,world,"the authorities on thursday released surveillance images they said showed the attacker carrying the bomb that killed 12 people and injured nearly 200.
"
1006,world,"forces loyal to the internationally recognized president claimed to have seized a major city, duekoue, near the liberian border.
"
1007,world,"a german man believed to have given information to the country's intelligence services about possible terror attacks in germany confessed in court on thursday to being a member of al qaeda, his lawyer said.
"
1008,world,"voices across the islamic world are now relatively muted in sharp counterpoint to the rage and shame ' or hero-worship ' that osama bin laden ...
"
1009,world,"a medical official says libyan ruler moammar gadhafi's forces have bombarded an area near the port of misrata while an international aid ship ...
"
1010,world,"european happiness with the death of osama bin laden was tempered on wednesday by details showing he was unarmed when shot dead and qualms about whether torture of prisoners helped u.s. forces track him down.
"
1011,world,"syrians have recently engaged in a few public demonstrations, but the government clamped down immediately and fiercely
"
1012,world,"qatar has pulled out of the effort to mediate an end to yemen's political crisis, blaming the country's embattled president for the impasse.
"
1013,world,"while most students take out loans and scholarships, dip into savings or ask parents for help to pay for an m.b.a., by far the best deal is having a current employer pay the bills.
"
1014,world,"singaporeans began voting on saturday in the most hotly contested parliamentary election since independence, although analysts say the ruling people's action party (pap) is almost certain to be returned to power in the wealthy city-state.
"
1015,world,"an arab league summit originally planned for march this year has been delayed by 12 months at the request of its host, iraq, arab league secretary-general amr moussa told reuters on thursday.
"
1016,world,"israeli shipping mogul sammy ofer, whose business empire is at the center of a scandal over trade with iran, has died after a long illness, a family representative said on friday.
"
1017,world,"israeli prime minister benjamin netanyahu plans to use a visit to britain and france to portray palestinian president mahmoud abbas's unity deal with hamas islamists as a blow to already dim prospects for peace.
"
1018,world,"journalists have been suppressed in popular uprisings in the middle east and north africa in more than 500 attacks, some of them deadly, according to a media rights watchdog.
"
1019,world,"three greek policemen were suspended in a brutality investigation on thursday and thousands marched to parliament to protest against the serious injury of a demonstrator during a strike protest a day before.
"
1020,world,"volunteer force of plant workers tries amid high levels of unseen radiation to keep the plant's reactors from melting down.
"
1021,world,"libyan leader moammar gadhafi's forces intensified their campaign to take strategic heights in a western mountain range and targeted a road that ...
"
1022,world,"a pakistani woman who was gang-raped and became a human rights campaigner says she worries other women will not speak out after pakistan's highest court upheld her alleged attackers' acquittals.
"
1023,world,"russian president dmitry medvedev, speaking at the site of the chernobyl nuclear disaster in ukraine, called on tuesday for new world rules to be drawn up on safety at nuclear plants.
"
1024,world,"on sunday, the lede continues to supplement reporting from our colleagues in japan on the aftermath of the devastating earthquake and tsunami that struck the country on friday.
"
1025,world,"mr. craig surged to international attention in the 1970s as the leader of the ulster vanguard, a right-wing umbrella group for protestant partisans opposed to irish nationalism.
"
1026,world,"u.n. secretary-general ban ki-moon on monday hailed osama bin laden's death as a key turning point in the world's struggle against terrorism.
"
1027,world,"the international criminal court prosecutor warned col. muammar el-qaddafi that if he attacked the eastern city that is the rebels' base or any other towns, he would be committing war crimes.
"
1028,world,"more than 200 rioters burned buildings and tried to escape a crowded offshore detention center in an escalation of protests there to gain asylum in the country, officials said friday.
"
1029,world,"the official death toll from the devastating earthquake and tsunami that hit japan earlier in the month has now exceeded 9,000, kyodo news agency quoted the national police as saying on tuesday.
"
1030,world,"the g-8 seems determined to fudge the numbers rather than admit to a broken promise.
"
1031,world,"northern and southern sudanese representatives will meet on saturday to try to defuse tensions over the disputed abyei region, officials said, with just six weeks left before the south is set to secede.
"
1032,world,"alel bol fled with four of her six children when armed northerners on motorbikes roared into her home in sudan's contested abyei border region and, she said, bombs started falling from the sky.
"
1033,world,"britons voted on thursday in a referendum on electoral reform that has split the year-old coalition government and raised doubts about whether the partnership will last.
"
1034,world,"pakistan's military was ridiculed and accused of complicity in the media on tuesday after a small group of militants laid siege to a naval air base, holding out for 16 hours against hundreds of commandos and rangers.
"
1035,world,"a united nations human rights agency demanded on monday that the chinese government immediately release gao zhisheng, who has been detained for nearly a year.
"
1036,world,"a test of wills over the weekend pitted japan's leader against one of its most coddled interest groups, the nuclear power industry.
"
1037,world,"more than 1,000 pro-democracy demonstrators set up a camp in the jordanian capital in conscious imitation of tahrir square in cairo, saying they would stay until they saw real change.
"
1038,world,"a rights activist has been formally arrested and charged with inciting subversion against the state, an advocacy group said.
"
1039,world,"the finance minister has fired the country?s top tax official for failing to increase revenue collections, efforts seen as critical if greece is to meet its debt obligations, ministry officials said.
"
1040,world,"the guardian council has ruled that president mahmoud ahmadinejad overstepped his authority by assuming control of the oil ministry when he fired the oil minister a week ago.
"
1041,world,"for 17 hours a day, a team of nearly three dozen poles and belarussians broadcast into a country whose media are tightly controlled.
"
1042,world,"in 1999, fewer than 100,000 people visited venice as part of a cruise; last year, there were nearly 1.6 million.
"
1043,world,"eijirou miura made his way down a hill to see what had become of his town. such scenes were common as survivors crept around ruins.
"
1044,world,"israel launched five airstrikes at the gaza strip two days after hamas militants fired dozens of mortar shells and rockets at israel, witnesses and militant groups said.
"
1045,world,"methane gas sparked explosions inside a coal mine in pakistan's southwestern province of baluchistan on sunday, killing at least six miners and trapping over 50 whose chances of survival seem slim, a government official said.
"
1046,world,"almost a decade of neglect has raised serious concerns about whether afghan security forces will be ready to take over from foreign forces by the end of 2014, a new report said on tuesday, with serious concerns remaining about rights abuses.
"
1047,world,"neither prime minister silvio berlusconi nor the underage woman he is accused of having sex with were present at the proceedings, which a judge adjourned until may 31.
"
1048,world,"wildenstein, the international art gallery, is fending off criminal investigations and multiple lawsuits.
"
1049,world,"these maps of japan will never appear in a standard atlas.
"
1050,world,"ibya border  - libyan rebels showed off weapons captured from muammar gaddafi's fleeing soldiers on friday, a day after seizing a remote border crossing with tunisia.
"
1051,world,"engineers working at tokyo electric power co's fukushima daiichi nuclear power plant, which was badly damaged by the march 11 quake and is leaking radiation, have been evacuated following an earthquake late on thursday, operator tokyo electric officials told a televised news conference.
"
1052,world,"western powers have destroyed nearly a third of libyan leader muammar gaddafi's military power since launching a military campaign against him last month, nato officials said on tuesday.
"
1053,world,"forces loyal to alassane ouattara seized the capital of ivory coast and advanced toward the coastal cities of abidjan and san pedro on wednesday, in a dramatic push aimed at toppling incumbent leader laurent gbagbo.
"
1054,world,"heavy weapons fire rang out in central abidjan on thursday after presidential claimant alassane ouattara's forces marched into ivory coast's main city, and his camp said incumbent laurent gbagbo had just hours left in power.
"
1055,world,"members of muammar gaddafi's entourage are putting out feelers to seek a ceasefire or safe passage from libya, according to u.s. and european officials and a businessman close to the libyan leadership.
"
1056,world,"in benghazi, libya's rebel capital, westerners are treated with a warmth and gratitude rarely seen in any muslim country.
"
1057,world,"although higher radiation levels had been detected in nearby ocean waters before, a breach found saturday was the first identified direct leak of such high levels into the sea.
"
1058,world,"brazil's federal supreme court on thursday legally recognized homosexual partnerships in a landmark case for gay rights in a country with the world's largest population of roman catholics.
"
1059,world,"a leading religious figure in uganda tried last week to get parliament to pass a tabled bill whose measures included calling for the execution of gays under some circumstances.
"
1060,world,"the daughter of a detained human rights activist in bahrain began a hunger strike on monday, calling on the authorities to release her father and other members of her family who have been arrested.
"
1061,world,"italian prime minister silvio berlusconi will not be in court when his trial on charges of paying for sex with an underage teenager opens in milan on wednesday.
"
1062,world,"as volleys of bullets flew in abidjan tuesday, the abobo district, home to over a million people, appeared to be slipping from laurent gbagbo?s grasp.
"
1063,world,"the voice of the revolution resides in a rundown compound of single-story concrete buildings on the outskirts of this city, the de facto capital ...
"
1064,world,"nato officials fear the release of photographs of soldiers engaged in atrocities will further undermine relations.
"
1065,world,"under legislation approved by the cabinet on wednesday, germans who were sexually abused as children are expected to have as long as 30 years after they turn 21 to bring accusations in court.
"
1066,world,"government security forces beat demonstrators and then opened fire on them, fatally wounding one protester and leaving nine others with bullet wounds and scores suffering from tear gas.
"
1067,world,"forces loyal to ivory coast presidential claimant alassane ouattara advanced on tuesday to within 200 km (120 miles) of the two main port cities in an intensifying offensive against incumbent laurent gbagbo.
"
1068,world,"the normally bustling city of ajdabiya was nearly deserted tuesday as rebel fighters pressed on to the oil port of brega, taking advantage of ...
"
1069,world,"iraqi lawmakers approved a controversial $400 million settlement saturday for americans who claim they were abused by saddam hussein's regime ...
"
1070,world,"several u.s. senators demand that the obama administration pressure pakistan to cut off the supply of a key ied ingredient.
"
1071,world,"mr. campbell won a 2008 court ruling to stop the seizure of his land, after he was severely beaten by loyalists of president robert mugabe. he lost the farm anyway.
"
1072,world,"senior military officers would join a group of british diplomats already working with rebel leaders in benghazi to help organize the country's opposition.
"
1073,world,"libya's neighbor tunisia has frozen assets belonging to the family of libyan leader muammar gaddafi, a tunisian government source said on thursday.
"
1074,world,"a french search team has lifted 75 bodies to the surface in recent days from the sunken wreckage of an air france airliner which crashed into the atlantic ocean off brazil two years ago, killing everyone on board.
"
1075,world,"army troops and police fired at rioting demonstrators in downtown kampala, uganda on friday, the first time the country's protest movement reached ...
"
1076,world,"nato agreed thursday to take over responsibility for part of the air war in libya from the united states.
"
1077,world,"a syrian mother of six who opened the door to a secret policeman in the border town of deraa just had time to scream ""israelis are more merciful than you"" before he shot her dead, relatives said on thursday.
"
1078,world,"the eu's competition watchdog is investigating the practices of some the world's biggest banks, as well as a financial data firm and a clearing ...
"
1079,world,"rebels in the libyan city of misrata said they were under intense attack on tuesday by forces loyal to leader muammar gaddafi, and they appealed to governments meeting in london to help them.
"
1080,world,"a suspected breach in the core of a reactor at the stricken fukushima nuclear plant could mean more serious radioactive contamination, japanese ...
"
1081,world,"one of two pilots charged in a mid-air collision that killed 154 people over the amazon defended himself via closed-circuit television.
"
1082,world,"french warplanes struck a command center sunday night belonging to troops loyal to libyan leader muammar gaddafi, a french armed forces spokesman said monday.
"
1083,world,"the afghan peace council said it has been in contact with three factions of the insurgent movement.
"
1084,world,"col. muammar el-qaddafi has long harbored antagonism toward a group of mostly ibadi muslims in a country that is majority sunni.
"
1085,world,"seeking to recast relations during the arab spring, proposals by the european union to be presented wednesday would tie billions of euros of aid to progress in creating pluralist democracies.
"
1086,world,"libya's government said sunday it regretted the attacks on several european embassies, saying its police force was overpowered by crowds angered by a nato airstrike that killed the son of muammar gaddafi.
"
1087,world,"palestinian rockets reached deep into israel late tuesday and wednesday, a day after israeli mortar fire killed three palestinian civilians.
"
1088,world,"a suicide bomber attacked a funeral procession for the wife of an anti-taliban leader in northwestern pakistan on wednesday, killing at least 34 people.
"
1089,world,"an explosion in a highly populated area of downtown nairobi on sunday injured at least 29 people.
"
1090,world,"states in the middle east are offering advanced business degrees in the hopes that this will keep executives at home and improve their economies.
"
1091,world,"at least five people were killed when forces loyal to muammar gaddafi shelled a residential area in the besieged city of misrata late on monday, a doctor said, warning the death toll was likely to keep rising.
"
1092,world,"prime minister julia gillard's government appears intent on giving the armed forces their biggest shake-up in more than a decade, including making all combat roles available to women.
"
1093,world,"bahrain will lift a state of emergency next week that was imposed when the government suppressed a democracy protest movement in march with the help of saudi and other gulf arab forces.
"
1094,world,"the disguised suspect planted two bombs that killed at least 17 people at a cafe.
"
1095,world,"lech walesa, the anti-communist dissident who founded solidarity in poland, has been hospitalized in his hometown of gdansk, officials said  ...
"
1096,world,"president of hu jintao of china praised north korea and its ailing leader, kim jong-il, for giving 'top priority to improving people's lives,' according to the chinese state news agency.
"
1097,world,"the youth groups that began a monthlong uprising said thursday that they wanted a new constitution and the dissolution of parliament, local councils and yemen's notorious security agencies in addition to the immediate ouster of the president.
"
1098,world,"china escalated its opposition to american-led airstrikes on libya on tuesday, calling for an immediate ceasefire and warning of 'a humanitarian disaster' caused by the three-day-old aerial assault.
"
1099,world,"thousands of syrian mourners chanted slogans calling for the overthrow of president bashar al-assad sunday at the funeral of a soldier killed during unrest sweeping the country, witnesses said.
"
1100,world,"deborah e. lipstadt examines the trial of adolf eichmann as a crucial factor in the world's perception of the holocaust.
"
1101,world,"turkey is preparing for a general election on june 12 and the campaign reflects just how radically this society has transformed itself in the past decade.
"
1102,world,"tunisia's caretaker government has ordered an overnight curfew for the capital and nearby areas, following three days of renewed protests over ...
"
1103,world,"somali pirates have freed the panama-flagged bulk carrier mv renuar and its crew of 24 filipinos after four months in captivity, the european union's anti-piracy task force said on thursday.
"
1104,world,"police say they have found another 200 bodies in quake-hit coastal areas in northern japan.
"
1105,world,"algeria is on the path to political reforms and last month's lifting of a state of emergency is the first step, president abdelaziz bouteflika was quoted as saying by state media on saturday.
"
1106,world,"pirates aren't the only problem on the high seas; shippers can be criminals too.
"
1107,world,"the four corpses on the floor of a clinic were migrants from nigeria, trapped in another country's war. when they died, they were minutes from escape.
"
1108,world,"the remains of president salvador allende were exhumed and a second autopsy will be conducted to determine if he shot himself during a coup as his family has long believed.
"
1109,world,"nigerians have never voted before in such favorable conditions, analysts and election monitors said, with few reports of violence and a smooth registration process before the voting.
"
1110,world,"tunisia has dissolved its hated security agencies and egypt is reforming its own domestic spying system, giving hope to activists across the region who say the moves could herald the dawn of the real arab revolution.
"
1111,world,"global warming was not directly to blame for last summer's deadly  and extraordinary  heat wave in russia, researchers said in a report wednesday ...
"
1112,world,"the bodies of eight decapitated men were dumped thursday along roads in durango.
"
1113,world,"residents of daraa ran low on food, water and medicine as the army sent in more tanks and reinforcements against opponents of president bashar assad.
"
1114,world,"saudi authorities arrested a female activist on sunday who launched a campaign to challenge a ban on women driving in the conservative kingdom and posted a video on the internet of her driving, activists said.
"
1115,world,"the united states, france, britain and germany called on china to release ai weiwei, an internationally known artist and increasingly vocal government critic.
"
1116,world,"a mixed message from president hamid karzai was another symptom of a deteriorating relationship between the afghan president and the united states military command.
"
1117,world,"a missile believed to have been fired from an american drone struck a car in southern yemen on thursday, killing two brothers thought to be qaeda militants, officials said.
"
1118,world,"an insurgent killed two people in the afghan defense ministry on monday in the third attack on security installations in four days, with the violence likely to raise questions about military transition plans due to start this year.
"
1119,world,"serbia may send ratko mladic to face genocide charges in the hague within four days, a justice official said on monday, despite rallies by nationalists angry at the bosnian serb general's capture after 16 years on the run.
"
1120,world,"former bosnian serb military commander ratko mladic was extradited to the netherlands tuesday to face genocide charges at the u.n. war crimes tribunal in the hague after 16 years on the run.
"
1121,world,"many of the ruined homes and business were owned by retirees, who lack the spirit or money to rebuild.
"
1122,world,"the african union handed a resounding victory to alassane ouattara on thursday in a decision reaffirming him as the legal president of ivory ...
"
1123,world,"nato officials insisted sunday that an airstrike that may have killed libyan leader moammar gadhafi's son was not an assassination attempt.
"
1124,world,"protesters set up roadblocks and set them on fire throughout kampala, and the police and military cordoned off neighborhoods.
"
1125,world,"a clandestine network of workshops is being used to assemble makeshift weapons to fight col. muammar el-qaddafi's conventional army.
"
1126,world,"japan launched a massive military rescue operation saturday after a giant, quake-fed tsunami killed hundreds of people and turned the northeastern ...
"
1127,world,"low pay for the police and other law enforcement officials drive them to corruption, analysts say.
"
1128,world,"about 200 taliban fighters attacked a police outpost in a mountainous province of nuristan in eastern afghanistan in one of the first attacks of this year's 'spring offensive.'
"
1129,world,"syrian president bashar al-assad accepted the resignation of the government on tuesday, syrian state television said.
"
1130,world,"large parts of el-feid, a town in sudan's nuba mountains, have been burned to the ground, satellite images from a research organization, the satellite sentinel project, show.
"
1131,world,"moises saman has been in a press pool in libya covering those loyal to col. muammar el-qaddafi for more than a month.
"
1132,world,"the european union awaits ""strong and clear"" action from tunisia to help stem the flow of migrants fleeing the country, european commission president jose manuel barroso said, with cooperation key for deeper relations.
"
1133,world,"a libyan woman who said she had been raped by pro-government militiamen is being sued for slander for naming her alleged attackers.
"
1134,world,"there is no evidence pakistani officials knew osama bin laden was living at a compound deep inside the country, but the united states is not ruling out the possibility, president barack obama's counterterrorism adviser said on tuesday.
"
1135,world,"a lack of space was the reported reason for excluding britain's two last prime ministers, tony blair and gordon brown, from prince william's wedding.
"
1136,world,"prime minister jos?? luis rodr??guez zapatero vowed to finish his term and avoid an early general election.
"
